excel_row,code,severity,detail
2623,DUPLICATE_VENDOR_NAME,MEDIUM,Nama Rekanan muncul 2 kali: VARIA USAHA BETON
2624,DUPLICATE_VENDOR_NAME,MEDIUM,Nama Rekanan muncul 2 kali: VARIA USAHA BETON
2647,DUPLICATE_VENDOR_NAME,MEDIUM,Nama Rekanan muncul 2 kali: WAHANA PERENCANA PERSADA
2648,DUPLICATE_VENDOR_NAME,MEDIUM,Nama Rekanan muncul 2 kali: WAHANA PERENCANA PERSADA
2670,DUPLICATE_VENDOR_NAME,MEDIUM,Nama Rekanan muncul 2 kali: WHOLESALE ELECTRIC ASIA INDONE
2671,DUPLICATE_VENDOR_NAME,MEDIUM,Nama Rekanan muncul 2 kali: WHOLESALE ELECTRIC ASIA INDONE
2702,DUPLICATE_VENDOR_NAME,MEDIUM,Nama Rekanan muncul 2 kali: YATIN
2703,DUPLICATE_VENDOR_NAME,MEDIUM,Nama Rekanan muncul 2 kali: YATIN
2724,DUPLICATE_VENDOR_NAME,MEDIUM,Nama Rekanan muncul 2 kali: BETON ELEMENINDO PERKASA
868,SAME_NAME_AND_NPWP,HIGH,Nama Rekanan dan NPWP sama dengan row lain
869,SAME_NAME_AND_NPWP,HIGH,Nama Rekanan dan NPWP sama dengan row lain
1793,SAME_NAME_AND_NPWP,HIGH,Nama Rekanan dan NPWP sama dengan row lain
1794,SAME_NAME_AND_NPWP,HIGH,Nama Rekanan dan NPWP sama dengan row lain
2373,SAME_NAME_AND_NPWP,HIGH,Nama Rekanan dan NPWP sama dengan row lain
2374,SAME_NAME_AND_NPWP,HIGH,Nama Rekanan dan NPWP sama dengan row lain
37,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 4 row: 10016100000000
64,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 10004900000000
175,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 18104500000000
270,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 6 row: 7602120000000000
332,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 10016200000000
369,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 25066200000000
404,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 10004900000000
562,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 109290000000000
637,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 21848800000000
658,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 6409010000000000
824,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 711772000000000
844,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 3 row: 1091030000000000
868,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 316072000000000
869,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 316072000000000
924,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 7602130000000000
927,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 10613600000000
937,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 315762000000000
952,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 7602130000000000
995,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 10613600000000
1010,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 6 row: 7602120000000000
1128,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 11432900000000
1185,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 32579600000000
1259,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 32579600000000
1373,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 6 row: 7602120000000000
1384,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 6 row: 7602120000000000
1425,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 9103020000000000
1521,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 10717800000000
1527,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 18104500000000
1554,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 6 row: 7602120000000000
1556,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 3321030000000000
1562,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 3321030000000000
1643,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 9103020000000000
1726,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 13454800000000
1727,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 4 row: 10016100000000
1757,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 315762000000000
1774,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 3 row: 1091030000000000
1793,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 720875000000000
1794,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 720875000000000
1817,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 3 row: 1091030000000000
1827,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 21848800000000
1851,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 11432900000000
1878,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 100000000000000
1969,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 4 row: 10016100000000
1991,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 16343400000000
2005,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 13454800000000
2041,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 16343400000000
2134,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 6409010000000000
2234,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 10717800000000
2344,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 25066200000000
2373,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 442739000000000
2374,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 442739000000000
2410,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 711772000000000
2488,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 6 row: 7602120000000000
2581,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 4 row: 10016100000000
2649,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 23205200000000
2654,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 23205200000000
2656,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 25292500000000
2660,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 25292500000000
2708,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 10016200000000
2719,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 109290000000000
2721,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 100000000000000
2724,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 958912000000000
2731,REUSED_NPWP,HIGH,NPWP yang sama dipakai pada 2 row: 958912000000000
226,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: ARGHANIAGA PANCATUNGGAL
1805,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: ARGHANIAGA PANCATUNGGAL
351,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: BERCA SCHINDLER LIFTS
1935,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: BERCA SCHINDLER LIFTS
438,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: BUMI SARANA BETON
1939,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: BUMI SARANA BETON
441,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: BUMI SENTOSA DWI AGUNG
2047,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: BUMI SENTOSA DWI AGUNG
505,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: CISANGKAN
1822,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: CISANGKAN
512,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: CITRA BARU STEEL
1948,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: CITRA BARU STEEL
540,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: JAYA
1122,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: JAYA
553,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: SUMBER REZEKI
2413,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: SUMBER REZEKI
562,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: DINAMIS
665,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: DINAMIS
637,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: DELTA SYSTECH INDONESIA
1827,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: DELTA SYSTECH INDONESIA
830,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: GALVA TECHNOLOGIES
831,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: GALVA TECHNOLOGIES
850,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: GEOFORCE INDONESIA
1836,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: GEOFORCE INDONESIA
1039,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: INDOINTERNET
1846,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: INDOINTERNET
1127,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: JAYA ANUGERAH UTAMA
1850,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: JAYA ANUGERAH UTAMA
1128,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: JAYA BETON INDONESIA
1851,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: JAYA BETON INDONESIA
1344,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: LENTERA ELOK DINAMIKA
1862,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: LENTERA ELOK DINAMIKA
1407,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: MAJU LANGGENG MANDIRI
1408,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: MAJU LANGGENG MANDIRI
1983,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: MAJU LANGGENG MANDIRI
1594,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: MULTI UTAMA INDOJASA
1873,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: MULTI UTAMA INDOJASA
1726,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: PELITAMAJU MULTISWAKARSA
2005,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: PELITAMAJU MULTISWAKARSA
1737,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: PERKASA KARUNIA TEKNIK
2006,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: PERKASA KARUNIA TEKNIK
1772,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: POWER BLOCK INDONESIA
2660,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: POWER BLOCK INDONESIA
1795,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: PRIMASTAR MANDIRI
1889,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: PRIMASTAR MANDIRI
1824,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: CITRA PRATAMA WIRASENTOSA
1950,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: CITRA PRATAMA WIRASENTOSA
1871,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: METALINDO ESTETIKA DIMENSI
1989,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: METALINDO ESTETIKA DIMENSI
1901,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: SEMEN INDONESIA LOGISTIK
2290,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: SEMEN INDONESIA LOGISTIK
1908,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: SURGA TINTA
2448,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: SURGA TINTA
1920,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: WIJAYA KARYA BETON
2680,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: WIJAYA KARYA BETON
1932,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: SANTOSO TANDHANG
2233,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: SANTOSO TANDHANG
2649,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: AVER ASIA
2654,POSSIBLE_DUPLICATE_CANONICAL_NAME,MEDIUM,Nama canonical sama tetapi penulisan berbeda: AVER ASIA
457,MISSING_PO_LEVEL_2,LOW,Item pekerjaan PO ada tetapi Level 2 kosong
457,MISSING_PO_LEVEL_3,LOW,Item pekerjaan PO ada tetapi Level 3 kosong
1168,NONCANONICAL_L1_NAME,LOW,Engineering-Profesional Service -> Engineering & Professional Services
1326,NONCANONICAL_L1_NAME,LOW,Engineering-Profesional Service -> Engineering & Professional Services
1512,NONCANONICAL_L1_NAME,LOW,Engineering-Profesional Service -> Engineering & Professional Services
1615,MISSING_PO_LEVEL_2,LOW,Item pekerjaan PO ada tetapi Level 2 kosong
1800,NONCANONICAL_L1_NAME,LOW,Equipment and Plant -> Equipment & Plant
1800,MISSING_PO_LEVEL_2,LOW,Item pekerjaan PO ada tetapi Level 2 kosong
1800,MISSING_PO_LEVEL_3,LOW,Item pekerjaan PO ada tetapi Level 3 kosong
